method_id,canonical_name,campaign,branch_ref,claim_layer,method_family,implementation_status,scientific_outcome,mechanical_verdict,primary_metric_value,power,licence_earned,contamination_leakage,supersession_relations,record_confidence,_scope
B6_downstream,Downstream causal segmentation test (held-out LB endorsement),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,causal segmentation selection via held-out LB downstream recovery,RUN_CONFIRMATORY,PARTIAL_SUPPORT,held-out LB endorses GORILA_WORD; ensemble over-cut annihilates LA morphology,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
C1_candidates,Catalogue LA one/few-sign-diff substitution pairs,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L1,minimal-pair mining / candidate cataloguing,RUN_EXPLORATORY,SUPPORTED,CATALOGUED 3749 pairs + 253 edition-disagreements; 7 Tier-A,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
C3_lb_calib,Linear B substitution-channel calibration,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,substitution-class recovery benchmarked on known script,RUN_CONFIRMATORY,SUPPORTED,CALIBRATED: consonant-held axis AUC 0.744; same-vowel weak 0.612; allograph anti,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,its seed-propagation pillar SUPERSEDED by D3 (frequency artifact),HIGH,relative_phonology
C_AUDIT,Substitution consonant-held axis WP-A-style audit on LB (BONUS),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,adversarial validation battery on known-script substitution channel,RUN_CONFIRMATORY,SUPPORTED,SUBSTITUTION_CONSONANT_AXIS_VALIDATED (survives full battery; frequency-normalized scorers strongest),,NOT_RECORDED,NONE for LA; validates the DETECTOR on LB (no transfer licence),none; detector validated with true LB values (scope caveat: LB only),rescues the 'not value-blind' claim that A6 removed from the position channel; central Wave-2 result,HIGH,relative_phonology
C4_la_graph,Linear A substitution graph (anonymous relative classes),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,substitution-graph induction (anonymous REL_CLASS),RUN_CONFIRMATORY,NULL,CONSONANT_HELD_ANALOGUE = NOT_RECOVERED (underpowered + word-initial wrong-signature),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
C5_stability,LA substitution-graph stability + deflated information gain,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,stability analysis + information-budget deflation,RUN_CONFIRMATORY,UNDERDETERMINED,FRAGILE; SEVERE Haghia-Triada dependency; deflated info-gain 4 bits (vs 12 if-true),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
D1_multiview,Multi-view latent relative-feature model over audited channels,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,multi-view latent fusion with missing-channel handling,RUN_CONFIRMATORY,NULL,"MULTIVIEW_NO_VALUE_RECOVERY (fused vowel-AUC 0.538, residualized 0.450)",,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),frequency removed,,HIGH,relative_phonology
D2_ablations,View ablations of the multi-view model,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,view-ablation study,RUN_CONFIRMATORY,NULL,LA null after frequency across all views; LB control fires freq-robust,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
D3_seed_audit,Seed-propagation audit of Foundry '3-4 seeds -> 0.87',linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,seed-propagation audit + frequency-ranking baseline + design-leak analysis,RUN_CONFIRMATORY,REFUTED,SEED_PROPAGATION_FREQUENCY_ARTIFACT (3rd Foundry correction),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),design leak: 4 of 5 vowel seeds reveal the answer key,THIRD standing correction to Foundry (after position A6; supersedes C3 seed-propagation subclaim),HIGH,relative_phonology
D4_frontier,Minimal-seed frontier for value recovery,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,minimal-seed frontier sweep,RUN_CONFIRMATORY,NO_POWER,LA below minimal-seed threshold; value-blind selection flat 0.50; SEED_A=0,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
D5_posterior,Linear A anonymous relative posterior classes (value-free),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,anonymous partition induction + benchmark alignment (adjusted MI),RUN_CONFIRMATORY,NULL,anonymous K=2 partition (provenance+morphology); aligns vowel/CV only at chance,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
E1_morphology,Three anonymous morphology models (MDL/Bayesian/FSM-paradigm),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L3,"unsupervised morphology induction (MDL, Bayesian, FSM-paradigm)",RUN_CONFIRMATORY,STRUCTURAL_ONLY,A- prefixation robust; corrects wave-2 to A- ONLY (-JA/I- artifacts); libation reduplication surfaced,,NOT_RECORDED,"NONE (L3 LA-internal, not a transfer)",anonymous (no value assigned),CORRECTS wave-2 'A-/I-/-JA' to A- only,HIGH,relative_phonology
E2_formula,Formula grammar induction (ledger + libation registers),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L3,FSM / probabilistic formula-grammar induction,RUN_CONFIRMATORY,STRUCTURAL_ONLY,2 formula grammars (ledger KU-RO/KI-RO + libation rigid order p5e-5),,NOT_RECORDED,"NONE (L3 internal role, not FUNCTIONAL transfer)",anonymous roles,,HIGH,relative_phonology
E3_crosssite,Cross-site generalization of morphology (A-/-JA/I-),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L3,cross-site generalization test,RUN_CONFIRMATORY,NULL,published p 0.0099 (non-HT A-) DOWNGRADED by K1 to descriptive (adaptive p 0.42); -JA HT-bound; I- underdetermined,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,ERRATUM by K1: cross-site significance downgraded to descriptive,HIGH,relative_phonology
E4_paramreduce,Parameter reduction: compression vs held-out prediction,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L3,MDL compression + held-out predictive test,RUN_CONFIRMATORY,NULL,compresses training but held-out gain not structural (metric-insensitive; LB control same),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
E5_wrongstruct,Wrong-structure controls for A- morphology,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L3,wrong-structure control battery (paired test),RUN_CONFIRMATORY,SUPPORTED,real A- morphology beats all wrong-structure controls (paired p0.0005); modest,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
F1_decompose,Cross-script evidence decomposition (per-channel calibratability),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,source-dependency + circularity decomposition,RUN_CONFIRMATORY,NULL,only admin_function non-circular+calibratable = NULL; value channels circular; 0/59 primary value source,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
F2_calib,Known-script calibration of shape->descent->value chain,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,known-script diachronic calibration,RUN_CONFIRMATORY,NO_POWER,cross-script value power NULL at LA scale,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
F4_loso,"Leave-one-sign-out LA-LB value-family prediction (+Cypro-Minoan, rel-class compat)",linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,leave-one-sign-out distributional value prediction,RUN_CONFIRMATORY,NULL,"LOSO NULL (R@5 0.071 vs shuffled 0.066; 4th distributional null, concordant REFUTE_LOTO_FRAGILE)",,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,concordant with earlier cross-script gate (crossscript-gate-phase0),HIGH,relative_phonology
G1_anchor_audit,Audit of existing 115 external anchors,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,anchor source-dependency dedup audit (Art. XI),RUN_CONFIRMATORY,NULL,115 records -> 6 lineages / 1 value channel / 5 toponym equations; zero held-out-survivable,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
G2_expand,Expand high-value multi-sign-constraining anchor classes,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,anchor expansion / high-value class mining,RUN_CONFIRMATORY,NULL,rich relative substrate but ZERO new value-bearing anchors,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
G3_seedq,Seed-quality classification + compound systems + anchor nulls,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,seed-quality tiering + anchor null battery,RUN_CONFIRMATORY,NULL,SEED_A=0; no independently-secure value seed; value substrate = one circular toponym lineage,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
H1_round1,Bounded candidate round 1 (relative-class-constrained family models),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,candidate-language end-to-end reading test (fixed correspondence via AB syllabary),RUN_PREREGISTERED,NULL,"AT_END_TO_END_NULL (0/3 families; SEM only KU-RO, fails Holm+LOO; controls at null)",,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),non-circular: no LA statistic informs family phonemes; LB only as wrong-language null,,HIGH,relative_phonology
H2_round2,Bounded candidate round 2 (anchor-constrained family/isolate models),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,anchor-constrained decipherment attempt,RUN_PREREGISTERED,NULL,AT_ANCHOR_CONSTRAINED_NULL (anchors add 0 held-out matches; SEED_A=0 direct),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
H3_round3,Bounded candidate round 3 (morphology-first joint decipherment) — decisive identifiability round,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,joint Bayesian/MDL/CSP decipherment + relabeling-invariance diagnostic,RUN_PREREGISTERED,UNDERDETERMINED,"AT_JOINT_INFERENCE_NULL — backbone relabeling-invariant (200 relabelings, read-count std 0) -> 0 bits value info",,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),non-circular,mechanizes the constraint-expansion-campaign 'relabeling-invariant' finding,HIGH,relative_phonology
I1_agnostic,Agnostic constrained value search (beam/best-first + MDL grids),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L3,agnostic constrained search (frozen objective) + equivalence-class accounting,RUN_PREREGISTERED,UNDERDETERMINED,UNDERDETERMINED_NO_RECOVERY (detector LIVE on LB; LA null informative; >=10^27 twins),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),non-circular; LB values grade control only,,HIGH,relative_phonology
J1_exposure,Anetaki public-exposure audit (sealable-delta definition),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L2,prospective-exposure / provenance audit,RUN_EXPLORATORY,SUPPORTED,only unpublished transliterated VALUES sealable; 8 exclusion classes,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
J2_seals_programme,Sealed-prediction programme (freeze 5 hashed seals),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L3,pre-registered sealed-prediction freezing,RUN_PREREGISTERED,STRUCTURAL_ONLY,5 hashed seals frozen; phonetic scoring NO_CANDIDATE_TO_SEAL; structural predictions scoreable,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
SEAL_2,SEAL_2 held-out 15% inscriptions (A-prefix + ledger well-formedness),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L3,held-out partition sealed structural test,RUN_CONFIRMATORY,SUPPORTED,SUPPORTED (held-out A-rate 0.0525 inside band; ledger wf 0.857),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
SEAL_3,SEAL_3 unseen site Khania (carrier-value grammar transfer + KU-RO absence),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L3,unseen-site sealed structural test,RUN_CONFIRMATORY,SUPPORTED,SUPPORTED (carrier-value wf 0.8525; KU-RO absence correctly predicted; the substantive result),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
SEAL_4,"SEAL_4 unseen libation family (rigid anchor order, leave-one-carrier-out)",linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L3,LOO sealed structural test,RUN_CONFIRMATORY,SUPPORTED,"SUPPORTED (0/45 inversions, LOO)",,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
SEAL_5,SEAL_5 masked-notation ledger arithmetic (committed negative),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L3,masked-notation sealed test (committed negative),RUN_CONFIRMATORY,NULL,honest committed NEGATIVE — UNDERPOWERED_NO_SIGNAL (does not beat mode baseline),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
ANETAKI_DELTA_SEAL,ANETAKI_FINAL_EDITION_DELTA_SEAL (prospective structural-only),linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L3,prospective pre-registration (Linear-B-new-tablet standard),DESIGNED_NOT_RUN,INCOMPLETE,SEALED_PROSPECTIVE (PASS=null; scoreable on editio princeps),,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,the campaign's live prospective trigger (M sec.25),HIGH,relative_phonology
K1_nulls,Full adaptive best-of-selection null programme,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L3,adaptive process null (best-of-selection) + value-relabeling FP estimation,RUN_CONFIRMATORY,SUPPORTED,NULLS_CONFIRM_NULLS; value-layer FP=chance (0 bits); 3 L2/L3 positives survive; E3 cross-site downgraded,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),value layer has 0 selection-exploitable bits -> no value positive suppressed,issues E3 cross-site ERRATUM; confirms A6/H3/I1 nulls,HIGH,relative_phonology
L1_sourcewatch,Source watch + expected-information-gain ranking + ingestion readiness,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L0,active-evidence / source-acquisition planning,RUN_EXPLORATORY,INCOMPLETE,9 acquisitions ranked; Anetaki II = falsification power not licence lift,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,,HIGH,relative_phonology
M1_synthesis,Final synthesis + 7-licence gate evaluation,linear-a-relative-phonology-seals,research/linear-a-relative-phonology-seals,L3,licence-gate synthesis (Art. XV) + claim-layer ceiling,RUN_CONFIRMATORY,NULL_PUBLISHED,NEW_CONSTRAINTS_BUT_NO_DECIPHERMENT; all 7 licences NOT_EARNED; highest L2/L3,,NOT_RECORDED,NONE (all LA transfer NOT_EARNED),,integrates 3 Foundry corrections; non-retroactive; paper untouched (Art. XVII),HIGH,relative_phonology
